#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Mutant League Hockey (USA, Europe);Mutant League Hockey;Sega Genesis;;1994;;;;;;;;;;;;;;;;
mvp;MVP;Arcade;;1989;;;;;;;;;;;;;;;;
mysticm;Mystic Marathon;Arcade;;1983;;;;;;;;;;;;;;;;
nagano98;Nagano Winter Olympics '98;Arcade;;1998;;;;;;;;;;;;;;;;
Nagano Winter Olympics '98 (USA);Nagano Winter Olympics '98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Nagano Winter Olympics '98;Nagano Winter Olympics '98;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Namco Soccer Prime Goal;Namco Soccer Prime Goal;Sony Playstation;;1997;;;;;;;;;;;;;;;;
Namco Tennis Smash Court;Namco Tennis Smash Court;Sony Playstation;;1996;;;;;;;;;;;;;;;;
NASCAR 2000 (USA);NASCAR 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NASCAR 2000 (USA, Europe);NASCAR 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NASCAR 2000;NASCAR 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
NASCAR 99 (USA);NASCAR 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NASCAR Thunder 2004;NASCAR Thunder 2004;Sony Playstation;;2003;;;;;;;;;;;;;;;;
Natsume Championship Wrestling (USA);Natsume Championship Wrestling;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
NBA 2K;NBA 2K;Sega Dreamcast;;1999;;;;;;;;;;;;;;;;
NBA 2K1;NBA 2K1;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
NBA 2K2;NBA 2K2;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
NBA 3 on 3 featuring Kobe Bryant (USA);NBA 3 on 3 featuring Kobe Bryant;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
NBA Action (USA, Europe);NBA Action;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
NBA Action '94 (USA);NBA Action '94;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NBA Action '95 Starring David Robinson (USA, Europe);NBA Action '95 Starring David Robinson;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NBA All Star Challenge (USA, Europe);NBA All Star Challenge;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
NBA All Star Challenge 2 (USA, Europe);NBA All Star Challenge 2;Nintendo Game Boy;;1999;;;;;;;;;;;;;;;;
NBA All-Star Challenge (USA, Europe);NBA All-Star Challenge;Sega Genesis;;1992;;;;;;;;;;;;;;;;
NBA All-Star Challenge (USA);NBA All-Star Challenge;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NBA Basketball 2000;NBA Basketball 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
NBA Courtside 2 featuring Kobe Bryant (USA);NBA Courtside 2 featuring Kobe Bryant;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NBA Fastbreak '98;NBA Fastbreak '98;Sony Playstation;;1997;;;;;;;;;;;;;;;;
NBA Give 'n Go (USA);NBA Give 'n Go;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NBA Hang Time (USA);NBA Hang Time;Sega Genesis;;1996;;;;;;;;;;;;;;;;
NBA Hang Time (USA);NBA Hang Time;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
nbahangt;NBA Hangtime;Arcade;;1996;;;;;;;;;;;;;;;;
NBA Hangtime (USA);NBA Hangtime;Nintendo 64;;1997;;;;;;;;;;;;;;;;
NBA Hoopz (USA);NBA Hoopz;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
NBA Hoopz;NBA Hoopz;Sega Dreamcast;;2001;;;;;;;;;;;;;;;;
NBA Hoopz;NBA Hoopz;Sony Playstation;;2001;;;;;;;;;;;;;;;;
NBA In the Zone (USA) (Rev A);NBA In the Zone;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
NBA in the Zone '98 (USA);NBA in the Zone '98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NBA in the Zone '99 (USA);NBA in the Zone '99;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NBA in the Zone 2000 (USA);NBA in the Zone 2000;Nintendo 64;;2000;;;;;;;;;;;;;;;;
NBA In the Zone 2000 (USA);NBA In the Zone 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NBA in the Zone 2000;NBA in the Zone 2000;Sony Playstation;;2000;;;;;;;;;;;;;;;;
nbajam;NBA Jam;Arcade;;1993;;;;;;;;;;;;;;;;
NBA Jam (USA, Europe);NBA Jam;Nintendo Game Boy;;1994;;;;;;;;;;;;;;;;
NBA Jam (USA) (v1.1);NBA Jam;Sega Game Gear;;1993;;;;;;;;;;;;;;;;
NBA Jam (USA, Europe);NBA Jam;Sega Genesis;;1993;;;;;;;;;;;;;;;;
NBA Jam (USA);NBA Jam;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
NBA Jam '99 (USA, Europe);NBA Jam '99;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
NBA Jam 2000 (USA);NBA Jam 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NBA Jam 2001 (USA);NBA Jam 2001;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NBA Jam 2002 (USA, Europe);NBA Jam 2002;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
NBA Jam 99 (USA);NBA Jam 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
nbajamex;NBA Jam Extreme;Arcade;;1996;;;;;;;;;;;;;;;;
NBA Jam Extreme;NBA Jam Extreme;Sony Playstation;;1996;;;;;;;;;;;;;;;;
nbajamte;NBA Jam TE;Arcade;;1994;;;;;;;;;;;;;;;;
NBA Jam Tournament Edition (USA, Europe);NBA Jam Tournament Edition;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
NBA Jam Tournament Edition (World);NBA Jam Tournament Edition;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NBA Jam - Tournament Edition (USA, Europe);NBA Jam: Tournament Edition;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
NBA Jam - Tournament Edition;NBA Jam: Tournament Edition;Sony Playstation;;1995;;;;;;;;;;;;;;;;
NBA Jam - Tournament Edition (USA);NBA Jam: Tournament Edition;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NBA Live 2000 (USA) (En,Fr,De,Es);NBA Live 2000;Nintendo 64;;2000;;;;;;;;;;;;;;;;
NBA Live 2003;NBA Live 2003;Sony Playstation;;2002;;;;;;;;;;;;;;;;
NBA Live 95 (USA, Europe);NBA Live 95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NBA Live 95 (USA);NBA Live 95;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
NBA Live 96 (USA, Europe);NBA Live 96;Nintendo Game Boy;;1996;;;;;;;;;;;;;;;;
NBA Live 96 (USA, Europe);NBA Live 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NBA Live 96 (USA);NBA Live 96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NBA Live 97 (USA, Europe);NBA Live 97;Sega Genesis;;1996;;;;;;;;;;;;;;;;
NBA Live 97 (USA);NBA Live 97;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
NBA Live 98 (USA);NBA Live 98;Sega Genesis;;1997;;;;;;;;;;;;;;;;
NBA Live 98 (USA);NBA Live 98;Super Nintendo Entertainment System;;1998;;;;;;;;;;;;;;;;
NBA Live 99 (USA) (En,Fr,De,Es,It);NBA Live 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
nbamht;NBA Maximum Hangtime;Arcade;nbahangt;1996;;;;;;;;;;;;;;;;
NBA ShootOut 2004;NBA ShootOut 2004;Sony Playstation;;2003;;;;;;;;;;;;;;;;
NBA Show Time - NBA on NBC (USA);NBA Show Time: NBA on NBC;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NBA Showdown (USA);NBA Showdown;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NBA Showdown '94 (USA, Europe);NBA Showdown '94;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NBA Showtime - NBA on NBC (USA);NBA Showtime: NBA on NBC;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NBA Showtime - NBA on NBC;NBA Showtime: NBA on NBC;Sega Dreamcast;;2000;;;;;;;;;;;;;;;;
NBA Showtime - NBA on NBC;NBA Showtime: NBA on NBC;Sony Playstation;;1999;;;;;;;;;;;;;;;;
nss_ncaa;NCAA Basketball;Arcade;;1992;;;;;;;;;;;;;;;;
NCAA Basketball (USA);NCAA Basketball;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
NCAA Basketball Final Four 97;NCAA Basketball Final Four 97;Sony Playstation;;1996;;;;;;;;;;;;;;;;
NCAA Final Four 2001;NCAA Final Four 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NCAA Football (USA);NCAA Football;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NCAA Football (USA);NCAA Football;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NCAA Football 2001;NCAA Football 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
NCAA March Madness 2001;NCAA March Madness 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
neckneck;Neck-n-Neck;Arcade;;1992;;;;;;;;;;;;;;;;
nkdodge;Nekketsu Koukou Dodgeball Bu;Arcade;spdodgeb;1987;;;;;;;;;;;;;;;;
turfmast;Neo Turf Masters;Arcade;;1996;;;;;;;;;;;;;;;;
neocup98;Neo-Geo Cup '98: The Road to the Victory;Arcade;;1998;;;;;;;;;;;;;;;;
NES Open Tournament Golf (USA);NES Open Tournament Golf;Nintendo Entertainment System;;1991;;;;;;;;;;;;;;;;
NES Play Action Football (USA);NES Play Action Football;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
newtangl;New Tropical Angel;Arcade;troangel;1983;;;;;;;;;;;;;;;;
NFL (USA);NFL;Nintendo Entertainment System;;1989;;;;;;;;;;;;;;;;
NFL '95 (USA, Europe);NFL '95;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
NFL '95 (USA, Europe);NFL '95;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NFL 98 (USA);NFL 98;Sega Genesis;;1997;;;;;;;;;;;;;;;;
blitz;NFL Blitz;Arcade;;1997;;;;;;;;;;;;;;;;
NFL Blitz (USA);NFL Blitz;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NFL Blitz (USA, Europe) (Rev A);NFL Blitz;Nintendo Game Boy Color;;1998;;;;;;;;;;;;;;;;
blitz99;NFL Blitz '99;Arcade;;1998;;;;;;;;;;;;;;;;
NFL Blitz 20-03 (USA);NFL Blitz 20-03;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
NFL Blitz 2000 (USA);NFL Blitz 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NFL Blitz 2000 (USA);NFL Blitz 2000;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
NFL Blitz 2000;NFL Blitz 2000;Sony Playstation;;1999;;;;;;;;;;;;;;;;
blitz2k;NFL Blitz 2000 Gold Edition;Arcade;;1999;;;;;;;;;;;;;;;;
NFL Blitz 2001 (USA);NFL Blitz 2001;Nintendo 64;;2000;;;;;;;;;;;;;;;;
NFL Blitz 2001 (USA);NFL Blitz 2001;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NFL Blitz - Special Edition (USA);NFL Blitz: Special Edition;Nintendo 64;;2001;;;;;;;;;;;;;;;;
NFL Football (USA);NFL Football;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
NFL Football (USA);NFL Football;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NFL Football '94 Starring Joe Montana (USA);NFL Football '94 Starring Joe Montana;Sega Genesis;;1993;;;;;;;;;;;;;;;;
NFL Quarterback Club (USA, Europe);NFL Quarterback Club;Nintendo Game Boy;;1993;;;;;;;;;;;;;;;;
NFL Quarterback Club (USA, Europe);NFL Quarterback Club;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
NFL Quarterback Club (World);NFL Quarterback Club;Sega Genesis;;1994;;;;;;;;;;;;;;;;
NFL Quarterback Club (USA);NFL Quarterback Club;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NFL Quarterback Club '96 (USA, Europe);NFL Quarterback Club '96;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
NFL Quarterback Club '96 (USA, Europe);NFL Quarterback Club '96;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
NFL Quarterback Club 2 (USA, Europe);NFL Quarterback Club 2;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
NFL Quarterback Club 2000 (USA);NFL Quarterback Club 2000;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NFL Quarterback Club 2001 (USA);NFL Quarterback Club 2001;Nintendo 64;;2000;;;;;;;;;;;;;;;;
NFL Quarterback Club 96 (USA, Europe);NFL Quarterback Club 96;Sega Genesis;;1996;;;;;;;;;;;;;;;;
NFL Quarterback Club 96 (USA);NFL Quarterback Club 96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NFL Quarterback Club 98 (USA);NFL Quarterback Club 98;Nintendo 64;;1997;;;;;;;;;;;;;;;;
NFL Quarterback Club 99 (USA);NFL Quarterback Club 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe);NFL Sports Talk Football '93 Starring Joe Montana;Sega Genesis;;1992;;;;;;;;;;;;;;;;
NHL '94 (USA, Europe);NHL '94;Sega Genesis;;1993;;;;;;;;;;;;;;;;
NHL '94 (USA);NHL '94;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NHL '95 (USA);NHL '95;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
NHL '96 (USA, Europe);NHL '96;Nintendo Game Boy;;1996;;;;;;;;;;;;;;;;
NHL '96 (USA);NHL '96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
NHL '97 (USA);NHL '97;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
NHL '98 (USA);NHL '98;Super Nintendo Entertainment System;;1997;;;;;;;;;;;;;;;;
NHL 2000 (USA);NHL 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NHL 2001;NHL 2001;Sony Playstation;;2000;;;;;;;;;;;;;;;;
NHL 95 (USA, Europe);NHL 95;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NHL 96 (USA, Europe);NHL 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NHL 97 (USA, Europe);NHL 97;Sega Genesis;;1996;;;;;;;;;;;;;;;;
NHL 98 (USA);NHL 98;Sega Genesis;;1997;;;;;;;;;;;;;;;;
NHL 99 (USA);NHL 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NHL All-Star Hockey (USA, Europe);NHL All-Star Hockey;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
NHL All-Star Hockey 95 (USA);NHL All-Star Hockey '95;Sega Genesis;;1995;;;;;;;;;;;;;;;;
NHL Blades of Steel (USA);NHL Blades of Steel;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
NHL Blades of Steel '99 (USA);NHL Blades of Steel '99;Nintendo 64;;1999;;;;;;;;;;;;;;;;
NHL Blades of Steel 2000 (USA);NHL Blades of Steel 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
NHL Breakaway 98 (USA);NHL Breakaway 98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NHL Breakaway 99 (USA);NHL Breakaway 99;Nintendo 64;;1998;;;;;;;;;;;;;;;;
NHL Hitz 20-03 (USA);NHL Hitz 20-03;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
NHL Hockey (USA, Europe);NHL Hockey;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
NHL Hockey (USA);NHL Hockey;Sega Genesis;;1991;;;;;;;;;;;;;;;;
NHL Hockey '95 (USA, Europe);NHL Hockey '95;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
NHL Stanley Cup (USA);NHL Stanley Cup;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
NHLPA Hockey '93 (USA);NHLPA Hockey '93;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
NHLPA Hockey 93 (USA, Europe) (v1.1);NHLPA Hockey 93;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Nickelodeon GUTS (USA);Nickelodeon GUTS;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
pc_wcup;Nintendo World Cup;Arcade;;1990;;;;;;;;;;;;;;;;
Nintendo World Cup (USA);Nintendo World Cup;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
Nintendo World Cup (USA, Europe);Nintendo World Cup;Nintendo Game Boy;;1991;;;;;;;;;;;;;;;;
No Fear Downhill Mountain Biking;No Fear Downhill Mountain Biking;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Nolan Ryan's Baseball (USA);Nolan Ryan's Baseball;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
numanath;Numan Athletics;Arcade;;1993;;;;;;;;;;;;;;;;
O'Leary Manager 2000 (Europe) (En,Fr,De,Es,It,Nl,Ca);O'Leary Manager 2000;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
otwalls;Off the Wall;Arcade;;1984;;;;;;;;;;;;;;;;
Olympic Games;Olympic Games;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Olympic Gold (USA, Europe) (En,Fr,De,Es,It,Nl,Pt,Sv);Olympic Gold;Sega Game Gear;;1992;;;;;;;;;;;;;;;;
Olympic Gold (USA);Olympic Gold;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Olympic Gold - Barcelona '92 (UE) [!];Olympic Gold;Sega Master System;;1992;;;;;;;;;;;;;;;;
Olympic Hockey 98 (USA);Olympic Hockey 98;Nintendo 64;;1998;;;;;;;;;;;;;;;;
Olympic Soccer;Olympic Soccer;Sony Playstation;;1996;;;;;;;;;;;;;;;;
Olympic Summer Games (USA, Europe);Olympic Summer Games;Nintendo Game Boy;;1996;;;;;;;;;;;;;;;;
Olympic Summer Games (USA, Europe);Olympic Summer Games;Sega Genesis;;1996;;;;;;;;;;;;;;;;
Olympic Summer Games (USA);Olympic Summer Games;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
Onside Complete Soccer;Onside Complete Soccer;Sony Playstation;;1999;;;;;;;;;;;;;;;;
coozumou;Oozumou: The Grand Sumo;Arcade;;1984;;;;;;;;;;;;;;;;
paddlema;Paddle Mania;Arcade;;1988;;;;;;;;;;;;;;;;
pturn;Parallel Turn;Arcade;;1984;;;;;;;;;;;;;;;;
passsht;Passing Shot;Arcade;;1988;;;;;;;;;;;;;;;;
Pat Riley Basketball (USA);Pat Riley Basketball;Sega Genesis;;1990;;;;;;;;;;;;;;;;
Pebble Beach Golf Links (USA);Pebble Beach Golf Links;Sega Genesis;;1993;;;;;;;;;;;;;;;;
pblbeach;Pebble Beach: The Great Shot;Arcade;;1995;;;;;;;;;;;;;;;;
Pele II - World Tournament Soccer (USA, Europe);Pele II: World Tournament Soccer;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Pele! (USA, Europe);Pele!;Sega Genesis;;1993;;;;;;;;;;;;;;;;
pkunwar;Penguin-Kun Wars;Arcade;;1985;;;;;;;;;;;;;;;;
pbillrd;Perfect Billiard;Arcade;;1987;;;;;;;;;;;;;;;;
Pete Sampras Tennis (Europe);Pete Sampras Tennis;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
Pete Sampras Tennis (USA, Europe) (J-Cart);Pete Sampras Tennis;Sega Genesis;;1994;;;;;;;;;;;;;;;;
PGA European Tour (USA);PGA European Tour;Nintendo 64;;2000;;;;;;;;;;;;;;;;
PGA European Tour (USA, Europe);PGA European Tour;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
PGA European Tour (USA, Europe);PGA European Tour;Sega Genesis;;1994;;;;;;;;;;;;;;;;
PGA European Tour (USA);PGA European Tour;Super Nintendo Entertainment System;;1996;;;;;;;;;;;;;;;;
PGA Tour '96 (USA, Europe);PGA Tour '96;Nintendo Game Boy;;1995;;;;;;;;;;;;;;;;
PGA Tour 96 (USA, Europe);PGA Tour 96;Sega Game Gear;;1996;;;;;;;;;;;;;;;;
PGA Tour 96 (USA, Europe);PGA Tour 96;Sega Genesis;;1995;;;;;;;;;;;;;;;;
PGA Tour 96 (USA);PGA Tour 96;Super Nintendo Entertainment System;;1995;;;;;;;;;;;;;;;;
PGA Tour Golf (USA) (v1.1);PGA Tour Golf;Sega Game Gear;;1994;;;;;;;;;;;;;;;;
PGA Tour Golf (USA, Europe) (v1.2);PGA Tour Golf;Sega Genesis;;1991;;;;;;;;;;;;;;;;
PGA Tour Golf (E) [!];PGA Tour Golf;Sega Master System;;1993;;;;;;;;;;;;;;;;
PGA Tour Golf (USA);PGA Tour Golf;Super Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
PGA Tour Golf II (USA, Europe);PGA Tour Golf II;Sega Game Gear;;1995;;;;;;;;;;;;;;;;
PGA Tour Golf II (USA, Europe) (v1.1);PGA Tour Golf II;Sega Genesis;;1992;;;;;;;;;;;;;;;;
PGA Tour Golf III (USA, Europe);PGA Tour Golf III;Sega Genesis;;1994;;;;;;;;;;;;;;;;
Phat Air - Extreme Snowboarding;Phat Air: Extreme Snowboarding;Sony Playstation;;2000;;;;;;;;;;;;;;;;
photof;Photo Finish;Arcade;wwjgtin;1991;;;;;;;;;;;;;;;;
pigskin;Pigskin 621AD;Arcade;;1990;;;;;;;;;;;;;;;;
ppmast93;Ping Pong Masters '93;Arcade;;1993;;;;;;;;;;;;;;;;
Pitball;Pitball;Sony Playstation;;1996;;;;;;;;;;;;;;;;
pkscram;PK Scramble;Arcade;;1993;;;;;;;;;;;;;;;;
Play Action Football (USA);Play Action Football;Nintendo Game Boy;;1990;;;;;;;;;;;;;;;;
Player Manager 2001 (Europe) (En,Fr);Player Manager 2001;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
pgoal;Pleasure Goal;Arcade;;1996;;;;;;;;;;;;;;;;
Pocket Bowling (USA);Pocket Bowling;Nintendo Game Boy Color;;1999;;;;;;;;;;;;;;;;
pcktgal2;Pocket Gal 2;Arcade;;1989;;;;;;;;;;;;;;;;
pktgaldx;Pocket Gal Deluxe;Arcade;;1992;;;;;;;;;;;;;;;;
pgalvip;Pocket Gals V.I.P;Arcade;;1996;;;;;;;;;;;;;;;;
Pocket Soccer (Europe) (En,Fr,De,Es,It,Pt);Pocket Soccer;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
pokechmp;Poke Champ;Arcade;;1995;;;;;;;;;;;;;;;;
Pool Academy;Pool Academy;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Pool Hustler;Pool Hustler;Sony Playstation;;1998;;;;;;;;;;;;;;;;
poolshrk;Poolshark;Arcade;;1977;;;;;;;;;;;;;;;;
poundfor;Pound for Pound;Arcade;;1990;;;;;;;;;;;;;;;;
pwrkick;Power Kick;Arcade;;1994;;;;;;;;;;;;;;;;
Power Move Pro Wrestling;Power Move Pro Wrestling;Sony Playstation;;1996;;;;;;;;;;;;;;;;
powrplay;Power Play;Arcade;;1985;;;;;;;;;;;;;;;;
Power Punch II (USA);Power Punch II;Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
Power Serve;Power Serve;Sony Playstation;;1995;;;;;;;;;;;;;;;;
Power Spike - Pro Beach Volleyball (USA);Power Spike: Pro Beach Volleyball;Nintendo Game Boy Color;;2000;;;;;;;;;;;;;;;;
pspikes;Power Spikes;Arcade;;1991;;;;;;;;;;;;;;;;
pspikes2;Power Spikes II;Arcade;;1994;;;;;;;;;;;;;;;;
Powerball (USA);Powerball;Sega Genesis;;1991;;;;;;;;;;;;;;;;
pbillian;Prebillian;Arcade;;1986;;;;;;;;;;;;;;;;
Premier Manager (Europe);Premier Manager;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Premier Manager 64 (Europe);Premier Manager 64;Nintendo 64;;1999;;;;;;;;;;;;;;;;
Premier Manager 97 (Europe);Premier Manager 97;Sega Genesis;;1996;;;;;;;;;;;;;;;;
prmrsocr;Premier Soccer;Arcade;;1993;;;;;;;;;;;;;;;;
primglex;Prime Goal EX;Arcade;;1996;;;;;;;;;;;;;;;;
prmtmfgt;Prime Time Fighter;Arcade;trstar;1993;;;;;;;;;;;;;;;;
Prime Time NFL Starring Deion Sanders (USA);Prime Time NFL Starring Deion Sanders;Sega Genesis;;1995;;;;;;;;;;;;;;;;
Prince Naseem Boxing (Europe) (En,Fr,De);Prince Naseem Boxing;Nintendo Game Boy Color;;2001;;;;;;;;;;;;;;;;
Prince Naseem Boxing;Prince Naseem Boxing;Sony Playstation;;2000;;;;;;;;;;;;;;;;
tryout;Pro Baseball Skill Tryout;Arcade;;1985;;;;;;;;;;;;;;;;
cprobowl;Pro Bowling;Arcade;;1983;;;;;;;;;;;;;;;;
Pro Darts (USA);Pro Darts;Nintendo Game Boy Color;;2002;;;;;;;;;;;;;;;;
Pro Evolution Soccer;Pro Evolution Soccer;Sony Playstation;;2001;;;;;;;;;;;;;;;;
Pro Evolution Soccer 2;Pro Evolution Soccer 2;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Pro Quarterback (USA);Pro Quarterback;Sega Genesis;;1992;;;;;;;;;;;;;;;;
Pro Quarterback (USA);Pro Quarterback;Super Nintendo Entertainment System;;1992;;;;;;;;;;;;;;;;
cpsoccer;Pro Soccer;Arcade;;1983;;;;;;;;;;;;;;;;
prosoccr;Pro Soccer;Arcade;;1983;;;;;;;;;;;;;;;;
Pro Sport Hockey (USA);Pro Sport Hockey;Nintendo Entertainment System;;1993;;;;;;;;;;;;;;;;
Pro Sport Hockey (USA);Pro Sport Hockey;Super Nintendo Entertainment System;;1994;;;;;;;;;;;;;;;;
prosport;Pro Sports: Bowling, Tennis, and Golf;Arcade;;1983;;;;;;;;;;;;;;;;
cptennis;Pro Tennis;Arcade;;1982;;;;;;;;;;;;;;;;
pc_pwrst;Pro Wrestling;Arcade;;1986;;;;;;;;;;;;;;;;
Pro Wrestling (USA) (Rev A);Pro Wrestling;Nintendo Entertainment System;;1987;;;;;;;;;;;;;;;;
Pro Wrestling (UE) [o1];Pro Wrestling;Sega Master System;;1986;;;;;;;;;;;;;;;;
propcycl;Prop Cycle;Arcade;;1996;;;;;;;;;;;;;;;;
Psybadek;Psybadek;Sony Playstation;;1998;;;;;;;;;;;;;;;;
Puma Street Soccer;Puma Street Soccer;Sony Playstation;;2002;;;;;;;;;;;;;;;;
Punch King - Arcade Boxing (USA);Punch King: Arcade Boxing;Nintendo Game Boy Advance;;2002;;;;;;;;;;;;;;;;
punchout;Punch-Out!!;Arcade;;1984;;;;;;;;;;;;;;;;
Punch-Out!! (USA);Punch-Out!!;Nintendo Entertainment System;;1990;;;;;;;;;;;;;;;;
